,area,perimeter,eccentricity,solidity,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,mean_intensity,std_intensity,label
1681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/53_label.tif
1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/30_label.tif
1683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/28_label.tif
1684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/34_label.tif
1685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/27_label.tif
1686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/57_label.tif
1687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/35_label.tif
1688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/42_label.tif
1689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/38_label.tif
1690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/10_label.tif
1691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/6_label.tif
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/37_label.tif
1693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/43_label.tif
1694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/4_label.tif
1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/26_label.tif
1696,1.0,0.0,0.0,1.0,481.0,653.0,477.0,790.0,1243.0,788.0,349.0,60066.0,0.07602831188127106,0.24165750753982745,ID114_A1a-4.jp2-crop_slice_6/51_label.tif
1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/16_label.tif
1698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID114_A1a-4.jp2-crop_slice_6/44_label.tif
